ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,USER_RESP,USER_CORR
SUBJECT129,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT129,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT176,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT176,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT176,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT176,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT176,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT176,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT176,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT176,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT176,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT48,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT156,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT156,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT156,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT111,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT111,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT111,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT111,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT111,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT111,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT111,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT111,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT111,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT29,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT29,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT32,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT32,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT32,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT32,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT32,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT32,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT32,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT32,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT32,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT153,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT153,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT72,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT72,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT72,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT38,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT38,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT38,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT38,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT38,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT38,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT38,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT38,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT38,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT97,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT97,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT188,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT188,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT188,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT188,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT188,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT188,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT73,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT73,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT60,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT60,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT60,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT60,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT60,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT60,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT60,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT60,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT60,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT159,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT159,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT67,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT67,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT67,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT67,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT67,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT67,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT67,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT67,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT67,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT138,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT138,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT138,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT138,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT138,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT138,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT138,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT138,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT138,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
SUBJECT150,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT150,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT150,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT150,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT150,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT150,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT150,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,CORR
SUBJECT150,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,SAME,WRONG
SUBJECT150,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,SAME,WRONG
SUBJECT37,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,CORR
