Subj,List,Trial,Order,Pattern,Regularity,Resp,PListPos,Target,TWord,TListPos,RawFreq,FreqLog,TARG_OTH,CORR_WRONG,ODD_CHECKS
21,1,39,26,WS,reg,divorce,3,target,divorce,3,12937,9.467846702,target,correct,6
24,1,39,6,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
26,1,39,19,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
28,1,39,35,WS,reg,divorce,1,target,divorce,3,12937,9.467846702,target,correct,6
30,1,39,2,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
33,1,39,48,WS,reg,divorce,2,target,divorce,3,12937,9.467846702,target,correct,6
35,1,39,4,WS,reg,divorce,4,target,divorce,3,12937,9.467846702,target,correct,6
37,1,39,15,WS,reg,divorce,1,target,divorce,3,12937,9.467846702,target,correct,6
39,1,39,49,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
40,1,39,38,WS,reg,divorce,2,target,divorce,3,12937,9.467846702,target,correct,6
42,1,39,6,WS,reg,divorce,3,target,divorce,3,12937,9.467846702,target,correct,6
44,1,39,34,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
46,1,39,18,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
48,1,39,23,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
49,1,39,21,WS,reg,divorce,2,target,divorce,3,12937,9.467846702,target,correct,6
51,1,39,44,WS,reg,divorce,2,target,divorce,3,12937,9.467846702,target,correct,6
54,1,39,20,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
55,1,39,22,WS,reg,0,0,targetomitted,divorce,3,12937,9.467846702,target,wrong,6
57,1,39,20,WS,reg,divorce,2,target,divorce,3,12937,9.467846702,target,correct,6
60,1,39,37,WS,reg,divorce,3,target,divorce,3,12937,9.467846702,target,correct,6
1,1,19,27,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
6,1,19,45,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
7,1,19,6,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
10,1,19,40,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
12,1,19,51,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
13,1,19,44,WS,reg,domain,4,other,domain,6,6829,8.828933529,other,correct,4
15,1,19,46,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
16,1,19,46,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
17,1,19,46,WS,reg,domain,2,other,domain,6,6829,8.828933529,other,correct,4
18,1,19,25,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
19,1,19,30,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
21,1,19,28,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
24,1,19,52,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
26,1,19,36,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
28,1,19,19,WS,reg,domain,3,other,domain,6,6829,8.828933529,other,correct,4
30,1,19,46,WS,reg,domain,2,other,domain,6,6829,8.828933529,other,correct,4
33,1,19,16,WS,reg,domain,4,other,domain,6,6829,8.828933529,other,correct,4
35,1,19,40,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
37,1,19,51,WS,reg,domain,4,other,domain,6,6829,8.828933529,other,correct,4
39,1,19,43,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
40,1,19,37,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
42,1,19,43,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
44,1,19,48,WS,reg,domain,2,other,domain,6,6829,8.828933529,other,correct,4
46,1,19,5,WS,reg,domain,2,other,domain,6,6829,8.828933529,other,correct,4
48,1,19,11,WS,reg,domain,1,other,domain,6,6829,8.828933529,other,correct,4
49,1,19,11,WS,reg,domain,4,other,domain,6,6829,8.828933529,other,correct,4
51,1,19,23,WS,reg,domain,3,other,domain,6,6829,8.828933529,other,correct,4
54,1,19,45,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
55,1,19,32,WS,reg,0,0,otheromitted,domain,6,6829,8.828933529,other,wrong,4
57,1,19,35,WS,reg,domain,3,other,domain,6,6829,8.828933529,other,correct,4
60,1,19,26,WS,reg,domain,5,other,domain,6,6829,8.828933529,other,correct,4
2,2,28,36,SW,reg,donkey,4,other,donkey,8,1917,7.558516743,other,correct,12
3,2,28,7,SW,reg,donkey,3,other,donkey,8,1917,7.558516743,other,correct,12
4,2,28,52,SW,reg,0,0,otheromitted,donkey,8,1917,7.558516743,other,wrong,12
5,2,28,14,SW,reg,donkey,3,other,donkey,8,1917,7.558516743,other,correct,12
8,2,28,16,SW,reg,donkey,2,other,donkey,8,1917,7.558516743,other,correct,12
9,2,28,21,SW,reg,0,0,otheromitted,donkey,8,1917,7.558516743,other,wrong,12
11,2,28,2,SW,reg,donkey,4,other,donkey,8,1917,7.558516743,other,correct,12
14,2,28,25,SW,reg,donkey,2,other,donkey,8,1917,7.558516743,other,correct,12
20,2,28,7,SW,reg,donkey,8,other,donkey,8,1917,7.558516743,other,correct,12
22,2,28,49,SW,reg,donkey,5,other,donkey,8,1917,7.558516743,other,correct,12
23,2,28,28,SW,reg,donkey,4,other,donkey,8,1917,7.558516743,other,correct,12
25,2,28,52,SW,reg,donkey,8,other,donkey,8,1917,7.558516743,other,correct,12
27,2,28,26,SW,reg,donkey,1,other,donkey,8,1917,7.558516743,other,correct,12
29,2,28,34,SW,reg,0,0,otheromitted,donkey,8,1917,7.558516743,other,wrong,12
31,2,28,41,SW,reg,0,0,otheromitted,donkey,8,1917,7.558516743,other,wrong,12
32,2,28,46,SW,reg,donkey,6,other,donkey,8,1917,7.558516743,other,correct,12
34,2,28,27,SW,reg,donkey,3,other,donkey,8,1917,7.558516743,other,correct,12
36,2,28,27,SW,reg,donkey,3,other,donkey,8,1917,7.558516743,other,correct,12
38,2,28,42,SW,reg,donkey,2,other,donkey,8,1917,7.558516743,other,correct,12
41,2,28,2,SW,reg,donkey,8,other,donkey,8,1917,7.558516743,other,correct,12
43,2,28,21,SW,reg,0,0,otheromitted,donkey,8,1917,7.558516743,other,wrong,12
45,2,28,21,SW,reg,donkey,5,other,donkey,8,1917,7.558516743,other,correct,12
47,2,28,23,SW,reg,donkey,5,other,donkey,8,1917,7.558516743,other,correct,12
50,2,28,47,SW,reg,donkey,4,other,donkey,8,1917,7.558516743,other,correct,12
52,2,28,6,SW,reg,donkey,2,other,donkey,8,1917,7.558516743,other,correct,12
53,2,28,34,SW,reg,donkey,5,other,donkey,8,1917,7.558516743,other,correct,12
56,2,28,45,SW,reg,donkey,4,other,donkey,8,1917,7.558516743,other,correct,12
58,2,28,50,SW,reg,donkey,1,other,donkey,8,1917,7.558516743,other,correct,12
59,2,28,2,SW,reg,donkey,2,other,donkey,8,1917,7.558516743,other,correct,12
2,2,36,9,SW,reg,doughnut,2,other,donut,8,451,6.11146734,other,correct,3
3,2,36,30,SW,reg,donut,3,other,donut,8,451,6.11146734,other,correct,3
4,2,36,40,SW,reg,0,0,otheromitted,donut,8,451,6.11146734,other,wrong,3
5,2,36,1,SW,reg,donut,6,other,donut,8,451,6.11146734,other,correct,3
8,2,36,12,SW,reg,0,0,otheromitted,donut,8,451,6.11146734,other,wrong,3
9,2,36,12,SW,reg,0,0,otheromitted,donut,8,451,6.11146734,other,wrong,3
11,2,36,26,SW,reg,donut,2,other,donut,8,451,6.11146734,other,correct,3
14,2,36,39,SW,reg,doughnut,3,other,donut,8,451,6.11146734,other,correct,3
20,2,36,44,SW,reg,0,0,otheromitted,donut,8,451,6.11146734,other,wrong,3
22,2,36,17,SW,reg,donut,2,other,donut,8,451,6.11146734,other,correct,3
23,2,36,43,SW,reg,doughnut,5,other,donut,8,451,6.11146734,other,correct,3
25,2,36,40,SW,reg,doughnut,6,other,donut,8,451,6.11146734,other,correct,3
27,2,36,42,SW,reg,doughnut,3,other,donut,8,451,6.11146734,other,correct,3
29,2,36,49,SW,reg,donut,4,other,donut,8,451,6.11146734,other,correct,3
31,2,36,24,SW,reg,donut,2,other,donut,8,451,6.11146734,other,correct,3
32,2,36,42,SW,reg,0,0,otheromitted,donut,8,451,6.11146734,other,wrong,3
34,2,36,16,SW,reg,donut,2,other,donut,8,451,6.11146734,other,correct,3
36,2,36,3,SW,reg,doughnut,2,other,donut,8,451,6.11146734,other,correct,3
38,2,36,21,SW,reg,donut,1,other,donut,8,451,6.11146734,other,correct,3
41,2,36,39,SW,reg,donut,6,other,donut,8,451,6.11146734,other,correct,3
43,2,36,46,SW,reg,doughnut,3,other,donut,8,451,6.11146734,other,correct,3
45,2,36,40,SW,reg,donut,6,other,donut,8,451,6.11146734,other,correct,3
47,2,36,42,SW,reg,donut,4,other,donut,8,451,6.11146734,other,correct,3
50,2,36,22,SW,reg,doughnut,5,otheromitted,donut,8,451,6.11146734,other,wrong,3
52,2,36,29,SW,reg,donut,3,other,donut,8,451,6.11146734,other,correct,3
53,2,36,31,SW,reg,doughnut,6,other,donut,8,451,6.11146734,other,correct,3
56,2,36,31,SW,reg,donut,4,other,donut,8,451,6.11146734,other,correct,3
58,2,36,44,SW,reg,donut,2,other,donut,8,451,6.11146734,other,correct,3
59,2,36,32,SW,reg,doughnut,3,other,donut,8,451,6.11146734,other,correct,3
1,1,9,3,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
6,1,9,10,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
7,1,9,50,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
10,1,9,14,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
12,1,9,41,SW,reg,dragon,6,other,dragon,2,4815,8.479491324,other,correct,10
13,1,9,24,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
15,1,9,29,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
16,1,9,33,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
17,1,9,39,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
18,1,9,23,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
19,1,9,39,SW,reg,dragon,7,other,dragon,2,4815,8.479491324,other,correct,10
21,1,9,4,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
24,1,9,51,SW,reg,dragon,4,other,dragon,2,4815,8.479491324,other,correct,10
26,1,9,29,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
28,1,9,1,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
30,1,9,35,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
33,1,9,5,SW,reg,dragon,1,other,dragon,2,4815,8.479491324,other,correct,10
35,1,9,9,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
37,1,9,41,SW,reg,dragon,1,other,dragon,2,4815,8.479491324,other,correct,10
39,1,9,40,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
40,1,9,25,SW,reg,dragon,4,other,dragon,2,4815,8.479491324,other,correct,10
42,1,9,4,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
44,1,9,49,SW,reg,dragon,6,other,dragon,2,4815,8.479491324,other,correct,10
46,1,9,3,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
48,1,9,22,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
49,1,9,29,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
51,1,9,19,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
54,1,9,30,SW,reg,dragon,2,other,dragon,2,4815,8.479491324,other,correct,10
55,1,9,43,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
57,1,9,4,SW,reg,dragon,5,other,dragon,2,4815,8.479491324,other,correct,10
60,1,9,1,SW,reg,0,0,otheromitted,dragon,2,4815,8.479491324,other,wrong,10
2,2,2,38,SW,reg,dresser,3,other,dresser,8,2350,7.762170607,other,correct,1
3,2,2,36,SW,reg,dresser,2,other,dresser,8,2350,7.762170607,other,correct,1
4,2,2,5,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
5,2,2,42,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
8,2,2,30,SW,reg,dresser,3,other,dresser,8,2350,7.762170607,other,correct,1
9,2,2,1,SW,reg,dresser,4,other,dresser,8,2350,7.762170607,other,correct,1
11,2,2,34,SW,reg,dresser,6,other,dresser,8,2350,7.762170607,other,correct,1
14,2,2,51,SW,reg,dresser,4,other,dresser,8,2350,7.762170607,other,correct,1
20,2,2,12,SW,reg,dresser,5,other,dresser,8,2350,7.762170607,other,correct,1
22,2,2,4,SW,reg,dresser,5,other,dresser,8,2350,7.762170607,other,correct,1
23,2,2,51,SW,reg,dresser,5,other,dresser,8,2350,7.762170607,other,correct,1
25,2,2,44,SW,reg,dresser,7,other,dresser,8,2350,7.762170607,other,correct,1
27,2,2,49,SW,reg,dresser,1,other,dresser,8,2350,7.762170607,other,correct,1
29,2,2,39,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
31,2,2,27,SW,reg,dresser,2,other,dresser,8,2350,7.762170607,other,correct,1
32,2,2,23,SW,reg,dresser,5,other,dresser,8,2350,7.762170607,other,correct,1
34,2,2,44,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
36,2,2,17,SW,reg,dresser,2,other,dresser,8,2350,7.762170607,other,correct,1
38,2,2,4,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
41,2,2,27,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
43,2,2,6,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
45,2,2,13,SW,reg,dresser,6,other,dresser,8,2350,7.762170607,other,correct,1
47,2,2,11,SW,reg,dresser,5,other,dresser,8,2350,7.762170607,other,correct,1
50,2,2,7,SW,reg,dreser,5,other,dresser,8,2350,7.762170607,other,correct,1
52,2,2,17,SW,reg,dresser,2,other,dresser,8,2350,7.762170607,other,correct,1
53,2,2,50,SW,reg,dresser,4,other,dresser,8,2350,7.762170607,other,correct,1
56,2,2,23,SW,reg,dresser,3,other,dresser,8,2350,7.762170607,other,correct,1
58,2,2,4,SW,reg,dresser,5,other,dresser,8,2350,7.762170607,other,correct,1
59,2,2,44,SW,reg,0,0,otheromitted,dresser,8,2350,7.762170607,other,wrong,1
2,2,33,16,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
3,2,33,5,SW,reg,driver,5,other,driver,1,25019,10.12739082,other,correct,4
4,2,33,10,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
5,2,33,5,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
8,2,33,49,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
9,2,33,27,SW,reg,driver,2,other,driver,1,25019,10.12739082,other,correct,4
11,2,33,7,SW,reg,driver,5,other,driver,1,25019,10.12739082,other,correct,4
14,2,33,12,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
20,2,33,51,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
22,2,33,25,SW,reg,driver,3,other,driver,1,25019,10.12739082,other,correct,4
23,2,33,19,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
25,2,33,17,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
27,2,33,48,SW,reg,driver,2,other,driver,1,25019,10.12739082,other,correct,4
29,2,33,40,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
31,2,33,42,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
32,2,33,38,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
34,2,33,45,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
36,2,33,41,SW,reg,driver,5,other,driver,1,25019,10.12739082,other,correct,4
38,2,33,41,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
41,2,33,22,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
43,2,33,18,SW,reg,driver,5,other,driver,1,25019,10.12739082,other,correct,4
45,2,33,17,SW,reg,driver,1,other,driver,1,25019,10.12739082,other,correct,4
47,2,33,38,SW,reg,driver,5,other,driver,1,25019,10.12739082,other,correct,4
50,2,33,43,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
52,2,33,20,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
53,2,33,22,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
56,2,33,41,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
58,2,33,38,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
59,2,33,34,SW,reg,0,0,otheromitted,driver,1,25019,10.12739082,other,wrong,4
1,1,3,35,WS,reg,duet,4,other,duet,8,858,6.754604099,other,correct,3
6,1,3,6,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
10,1,3,10,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
12,1,3,7,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
13,1,3,37,WS,reg,duoet,4,other,duet,8,858,6.754604099,other,correct,3
15,1,3,33,WS,reg,duet,4,other,duet,8,858,6.754604099,other,correct,3
16,1,3,30,WS,reg,duet,5,other,duet,8,858,6.754604099,other,correct,3
17,1,3,12,WS,reg,duet,1,other,duet,8,858,6.754604099,other,correct,3
18,1,3,29,WS,reg,duet,3,other,duet,8,858,6.754604099,other,correct,3
19,1,3,24,WS,reg,duet,3,other,duet,8,858,6.754604099,other,correct,3
21,1,3,15,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
24,1,3,1,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
26,1,3,7,WS,reg,0,0,otheromitted,duet,8,858,6.754604099,other,wrong,3
28,1,3,3,WS,reg,duet,3,other,duet,8,858,6.754604099,other,correct,3
30,1,3,19,WS,reg,duet,4,other,duet,8,858,6.754604099,other,correct,3
33,1,3,47,WS,reg,duet,1,other,duet,8,858,6.754604099,other,correct,3
35,1,3,33,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
37,1,3,35,WS,reg,duet,4,other,duet,8,858,6.754604099,other,correct,3
39,1,3,20,WS,reg,duet,1,other,duet,8,858,6.754604099,other,correct,3
40,1,3,29,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
42,1,3,40,WS,reg,duet,3,other,duet,8,858,6.754604099,other,correct,3
44,1,3,52,WS,reg,duet,3,other,duet,8,858,6.754604099,other,correct,3
46,1,3,51,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
48,1,3,4,WS,reg,0,0,otheromitted,duet,8,858,6.754604099,other,wrong,3
49,1,3,16,WS,reg,duet,1,other,duet,8,858,6.754604099,other,correct,3
51,1,3,48,WS,reg,duet,3,other,duet,8,858,6.754604099,other,correct,3
54,1,3,23,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
55,1,3,15,WS,reg,duet,2,other,duet,8,858,6.754604099,other,correct,3
57,1,3,46,WS,reg,duet,4,other,duet,8,858,6.754604099,other,correct,3
60,1,3,24,WS,reg,duet,7,other,duet,8,858,6.754604099,other,correct,3
1,1,34,28,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
6,1,34,32,SW,reg,dungeon,5,other,dungeon,6,458,6.126869184,other,correct,8
7,1,34,19,SW,reg,dungeon,4,other,dungeon,6,458,6.126869184,other,correct,8
10,1,34,11,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
12,1,34,52,SW,reg,dungeon,1,other,dungeon,6,458,6.126869184,other,correct,8
13,1,34,17,SW,reg,dungeon,4,other,dungeon,6,458,6.126869184,other,correct,8
15,1,34,30,SW,reg,dungeon,4,other,dungeon,6,458,6.126869184,other,correct,8
16,1,34,14,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
17,1,34,17,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
18,1,34,7,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
19,1,34,31,SW,reg,dungeon,2,other,dungeon,6,458,6.126869184,other,correct,8
21,1,34,35,SW,reg,dungeon,6,other,dungeon,6,458,6.126869184,other,correct,8
24,1,34,47,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
26,1,34,40,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
28,1,34,16,SW,reg,dungeon,2,other,dungeon,6,458,6.126869184,other,correct,8
30,1,34,13,SW,reg,dungeon,5,other,dungeon,6,458,6.126869184,other,correct,8
33,1,34,52,SW,reg,dungeon,3,other,dungeon,6,458,6.126869184,other,correct,8
35,1,34,48,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
37,1,34,33,SW,reg,dungeon,5,other,dungeon,6,458,6.126869184,other,correct,8
39,1,34,3,SW,reg,dungeon,3,other,dungeon,6,458,6.126869184,other,correct,8
40,1,34,52,SW,reg,dungeon,5,other,dungeon,6,458,6.126869184,other,correct,8
42,1,34,2,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
44,1,34,22,SW,reg,dungeon,2,other,dungeon,6,458,6.126869184,other,correct,8
46,1,34,50,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
48,1,34,21,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
49,1,34,27,SW,reg,dungeon,2,other,dungeon,6,458,6.126869184,other,correct,8
51,1,34,15,SW,reg,dungeon,7,other,dungeon,6,458,6.126869184,other,correct,8
54,1,34,21,SW,reg,dungeon,3,other,dungeon,6,458,6.126869184,other,correct,8
55,1,34,26,SW,reg,dungeon,1,other,dungeon,6,458,6.126869184,other,correct,8
57,1,34,42,SW,reg,0,0,otheromitted,dungeon,6,458,6.126869184,other,wrong,8
60,1,34,9,SW,reg,dungeon,5,other,dungeon,6,458,6.126869184,other,correct,8
2,2,6,13,WS,reg,duress,4,other,duress,8,423,6.047372179,other,correct,2
3,2,6,51,WS,reg,duress,1,other,duress,8,423,6.047372179,other,correct,2
4,2,6,4,WS,reg,0,0,otheromitted,duress,8,423,6.047372179,other,wrong,2
5,2,6,43,WS,reg,0,0,otheromitted,duress,8,423,6.047372179,other,wrong,2
8,2,6,36,WS,reg,duress,3,other,duress,8,423,6.047372179,other,correct,2
9,2,6,33,WS,reg,duress,3,other,duress,8,423,6.047372179,other,correct,2
11,2,6,37,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
14,2,6,35,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
20,2,6,34,WS,reg,0,0,otheromitted,duress,8,423,6.047372179,other,wrong,2
22,2,6,33,WS,reg,duress,1,other,duress,8,423,6.047372179,other,correct,2
23,2,6,49,WS,reg,duress,4,other,duress,8,423,6.047372179,other,correct,2
25,2,6,11,WS,reg,duress,4,other,duress,8,423,6.047372179,other,correct,2
27,2,6,37,WS,reg,duress,1,other,duress,8,423,6.047372179,other,correct,2
31,2,6,46,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
32,2,6,31,WS,reg,0,0,otheromitted,duress,8,423,6.047372179,other,wrong,2
34,2,6,7,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
36,2,6,42,WS,reg,duress,1,other,duress,8,423,6.047372179,other,correct,2
38,2,6,34,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
41,2,6,14,WS,reg,durress,7,other,duress,8,423,6.047372179,other,correct,2
43,2,6,42,WS,reg,duress,1,other,duress,8,423,6.047372179,other,correct,2
45,2,6,20,WS,reg,duress,3,other,duress,8,423,6.047372179,other,correct,2
47,2,6,51,WS,reg,diress,4,other,duress,8,423,6.047372179,other,correct,2
50,2,6,25,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
52,2,6,35,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
53,2,6,16,WS,reg,duress,5,other,duress,8,423,6.047372179,other,correct,2
56,2,6,25,WS,reg,durass,3,other,duress,8,423,6.047372179,other,correct,2
58,2,6,39,WS,reg,duress,2,other,duress,8,423,6.047372179,other,correct,2
59,2,6,8,WS,reg,durress,2,other,duress,8,423,6.047372179,other,correct,2
2,2,33,16,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
3,2,33,5,SW,reg,eagle,4,other,eagle,6,6388,8.762176509,other,correct,4
4,2,33,10,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
5,2,33,5,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
8,2,33,49,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
9,2,33,27,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
11,2,33,7,SW,reg,eagle,3,other,eagle,6,6388,8.762176509,other,correct,4
14,2,33,12,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
20,2,33,51,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
22,2,33,25,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
23,2,33,19,SW,reg,eagle,2,other,eagle,6,6388,8.762176509,other,correct,4
25,2,33,17,SW,reg,eagle,6,other,eagle,6,6388,8.762176509,other,correct,4
27,2,33,48,SW,reg,eagle,6,other,eagle,6,6388,8.762176509,other,correct,4
29,2,33,40,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
31,2,33,42,SW,reg,easle,3,other,eagle,6,6388,8.762176509,other,correct,4
32,2,33,38,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
34,2,33,45,SW,reg,eagle,3,other,eagle,6,6388,8.762176509,other,correct,4
36,2,33,41,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
38,2,33,41,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
41,2,33,22,SW,reg,eagle,5,other,eagle,6,6388,8.762176509,other,correct,4
43,2,33,18,SW,reg,eagle,2,other,eagle,6,6388,8.762176509,other,correct,4
45,2,33,17,SW,reg,eagle,3,other,eagle,6,6388,8.762176509,other,correct,4
47,2,33,38,SW,reg,eagle,2,other,eagle,6,6388,8.762176509,other,correct,4
50,2,33,43,SW,reg,eagle,2,other,eagle,6,6388,8.762176509,other,correct,4
52,2,33,20,SW,reg,eagle,2,other,eagle,6,6388,8.762176509,other,correct,4
53,2,33,22,SW,reg,eagle,3,other,eagle,6,6388,8.762176509,other,correct,4
56,2,33,41,SW,reg,eagle,1,other,eagle,6,6388,8.762176509,other,correct,4
58,2,33,38,SW,reg,eagle,3,other,eagle,6,6388,8.762176509,other,correct,4
59,2,33,34,SW,reg,0,0,otheromitted,eagle,6,6388,8.762176509,other,wrong,4
