SUBJECT,TRIAL,TARGET_POSITION,TARG_OTH,TARGET_WORD,REG_IRREG,PATTERN,TARG_OTH,keytrial,CORR_WRONG,LOG_FREQ,USER_RESP
subj19,23,word4,OTH,lampoon,REG,WS,OTH,subj19_23,CORRECT,0,"persuit,reportadieux,lampoonreportduress,no_response,no_response,no_response,no_response,no_response,no_response"
subj2,23,word4,OTH,lampoon,REG,WS,OTH,subj2_23,CORRECT,0,"pursuit,intent,success,lampoon,shampoo,report,roulette,duress,no_response"
subj21,23,word4,OTH,lampoon,REG,WS,OTH,subj21_23,CORRECT,0,"roulette,lampoon,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj24,23,word4,OTH,lampoon,REG,WS,OTH,subj24_23,CORRECT,0,"Shampoo,roulette,duress,lampoon,success,no_response,no_response,no_response,no_response"
subj29,23,word4,OTH,lampoon,REG,WS,OTH,subj29_23,CORRECT,0,"lampoon,shampoo,report,duress,no_response,no_response,no_response,no_response,no_response"
subj3,23,word4,OTH,lampoon,REG,WS,OTH,subj3_23,CORRECT,0,"report,roulette,diress,shampoo,lampoon,adeiu,no_response,no_response,no_response"
subj30,23,word4,OTH,lampoon,REG,WS,OTH,subj30_23,CORRECT,0,"pursuit,intent,lampoon,duress,shampoo,no_response,no_response,no_response,no_response"
subj31,23,word4,OTH,lampoon,REG,WS,OTH,subj31_23,CORRECT,0,"intent,success,lampoon,report,shampoo,no_response,no_response,no_response,no_response"
subj32,23,word4,OTH,lampoon,REG,WS,OTH,subj32_23,CORRECT,0,"shampoo,lampoon,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj33,23,word4,OTH,lampoon,REG,WS,OTH,subj33_23,CORRECT,0,"shampoo,durress,lampoon,no_response,no_response,no_response,no_response,no_response,no_response"
subj34,23,word4,OTH,lampoon,REG,WS,OTH,subj34_23,CORRECT,0,"report,shampoo,diress,lampoon,no_response,no_response,no_response,no_response,no_response"
subj37,23,word4,OTH,lampoon,REG,WS,OTH,subj37_23,CORRECT,0,"lampoon,shampoo,duress,intent,no_response,no_response,no_response,no_response,no_response"
subj38,23,word4,OTH,lampoon,REG,WS,OTH,subj38_23,CORRECT,0,"pursuit,duress,lampoon,shampoo,success,no_response,no_response,no_response,no_response"
subj39,23,word4,OTH,lampoon,REG,WS,OTH,subj39_23,CORRECT,0,"duress,rouillete,success,lampoon,shampoo,persist,no_response,no_response,no_response"
subj4,23,word4,OTH,lampoon,REG,WS,OTH,subj4_23,CORRECT,0,"dress,lampoon,shampoo,no_response,no_response,no_response,no_response,no_response,no_response"
subj41,23,word4,OTH,lampoon,REG,WS,OTH,subj41_23,CORRECT,0,"lampoon,durette,shampoo,no_response,no_response,no_response,no_response,no_response,no_response"
subj45,23,word4,OTH,lampoon,REG,WS,OTH,subj45_23,CORRECT,0,"shampoo,report,duress,lampoon,roulette,no_response,no_response,no_response,no_response"
subj46,23,word4,OTH,lampoon,REG,WS,OTH,subj46_23,CORRECT,0,"pursuit,intense,success,lampoon,adieu,roulette,shampoo,duress,no_response"
subj5,23,word4,OTH,lampoon,REG,WS,OTH,subj5_23,CORRECT,0,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj50,23,word4,OTH,lampoon,REG,WS,OTH,subj50_23,CORRECT,0,"lampoon,adiu,report,roulette,duress,no_response,no_response,no_response,no_response"
subj51,23,word4,OTH,lampoon,REG,WS,OTH,subj51_23,CORRECT,0,"lampoon,report,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj55,23,word4,OTH,lampoon,REG,WS,OTH,subj55_23,CORRECT,0,"report,lampoon,roulette,duress,shampoo,harpoon,no_response,no_response,no_response"
subj56,23,word4,OTH,lampoon,REG,WS,OTH,subj56_23,CORRECT,0,"pursuit,adore,duress,shampoo,report,lampoon,no_response,no_response,no_response"
subj58,23,word4,OTH,lampoon,REG,WS,OTH,subj58_23,CORRECT,0,"lampoon,intent,shampoo,duress,adieu,no_response,no_response,no_response,no_response"
subj8,23,word4,OTH,lampoon,REG,WS,OTH,subj8_23,CORRECT,0,"shampoo,direct,lampoon,no_response,no_response,no_response,no_response,no_response,no_response"
subj9,23,word4,OTH,lampoon,REG,WS,OTH,subj9_23,CORRECT,0,"pursue,success,intent,lampoon,roulette,no_response,no_response,no_response,no_response"
subj1,23,word5,TARG,shampoo,REG,WS,TARG,subj1_23,CORRECT,0.3,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj10,23,word5,TARG,shampoo,REG,WS,TARG,subj10_23,CORRECT,0.3,"report,roulette,shampoo,duress,no_response,no_response,no_response,no_response,no_response"
subj12,23,word5,TARG,shampoo,REG,WS,TARG,subj12_23,CORRECT,0.3,"report,duress,shampoo,roulettte,no_response,no_response,no_response,no_response,no_response"
subj13,23,word5,TARG,shampoo,REG,WS,TARG,subj13_23,CORRECT,0.3,"adieu,report,duress,shampoo,no_response,no_response,no_response,no_response,no_response"
subj14,23,word5,TARG,shampoo,REG,WS,TARG,subj14_23,CORRECT,0.3,"pursuit,intent,success,lampoon,shampoo,adieu,report,roulette,duress"
subj16,23,word5,TARG,shampoo,REG,WS,TARG,subj16_23,CORRECT,0.3,"duress,shampoo,roulette,no_response,no_response,no_response,no_response,no_response,no_response"
subj17,23,word5,TARG,shampoo,REG,WS,TARG,subj17_23,CORRECT,0.3,"diress,intent,success,report,shampoo,no_response,no_response,no_response,no_response"
subj2,23,word5,TARG,shampoo,REG,WS,TARG,subj2_23,CORRECT,0.3,"pursuit,intent,success,lampoon,shampoo,report,roulette,duress,no_response"
subj25,23,word5,TARG,shampoo,REG,WS,TARG,subj25_23,CORRECT,0.3,"pursuit,adieu,shampoo,report,duress,no_response,no_response,no_response,no_response"
subj26,23,word5,TARG,shampoo,REG,WS,TARG,subj26_23,CORRECT,0.3,"pursuit,shampoo,success,report,relate,dress,no_response,no_response,no_response"
subj29,23,word5,TARG,shampoo,REG,WS,TARG,subj29_23,CORRECT,0.3,"lampoon,shampoo,report,duress,no_response,no_response,no_response,no_response,no_response"
subj3,23,word5,TARG,shampoo,REG,WS,TARG,subj3_23,CORRECT,0.3,"report,roulette,diress,shampoo,lampoon,adeiu,no_response,no_response,no_response"
subj30,23,word5,TARG,shampoo,REG,WS,TARG,subj30_23,CORRECT,0.3,"pursuit,intent,lampoon,duress,shampoo,no_response,no_response,no_response,no_response"
subj31,23,word5,TARG,shampoo,REG,WS,TARG,subj31_23,CORRECT,0.3,"intent,success,lampoon,report,shampoo,no_response,no_response,no_response,no_response"
subj32,23,word5,TARG,shampoo,REG,WS,TARG,subj32_23,CORRECT,0.3,"shampoo,lampoon,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj33,23,word5,TARG,shampoo,REG,WS,TARG,subj33_23,CORRECT,0.3,"shampoo,durress,lampoon,no_response,no_response,no_response,no_response,no_response,no_response"
subj34,23,word5,TARG,shampoo,REG,WS,TARG,subj34_23,CORRECT,0.3,"report,shampoo,diress,lampoon,no_response,no_response,no_response,no_response,no_response"
subj36,23,word5,TARG,shampoo,REG,WS,TARG,subj36_23,CORRECT,0.3,"pursuit,intent,champagne,shampoo,ado,duress,no_response,no_response,no_response"
subj37,23,word5,TARG,shampoo,REG,WS,TARG,subj37_23,CORRECT,0.3,"lampoon,shampoo,duress,intent,no_response,no_response,no_response,no_response,no_response"
subj38,23,word5,TARG,shampoo,REG,WS,TARG,subj38_23,CORRECT,0.3,"pursuit,duress,lampoon,shampoo,success,no_response,no_response,no_response,no_response"
subj39,23,word5,TARG,shampoo,REG,WS,TARG,subj39_23,CORRECT,0.3,"duress,rouillete,success,lampoon,shampoo,persist,no_response,no_response,no_response"
subj4,23,word5,TARG,shampoo,REG,WS,TARG,subj4_23,CORRECT,0.3,"dress,lampoon,shampoo,no_response,no_response,no_response,no_response,no_response,no_response"
subj41,23,word5,TARG,shampoo,REG,WS,TARG,subj41_23,CORRECT,0.3,"lampoon,durette,shampoo,no_response,no_response,no_response,no_response,no_response,no_response"
subj43,23,word5,TARG,shampoo,REG,WS,TARG,subj43_23,CORRECT,0.3,"adieu,roulette,duress,port,shampoo,no_response,no_response,no_response,no_response"
subj44,23,word5,TARG,shampoo,REG,WS,TARG,subj44_23,CORRECT,0.3,"pursuit,duress,shampoo,adieu,no_response,no_response,no_response,no_response,no_response"
subj45,23,word5,TARG,shampoo,REG,WS,TARG,subj45_23,CORRECT,0.3,"shampoo,report,duress,lampoon,roulette,no_response,no_response,no_response,no_response"
subj46,23,word5,TARG,shampoo,REG,WS,TARG,subj46_23,CORRECT,0.3,"pursuit,intense,success,lampoon,adieu,roulette,shampoo,duress,no_response"
subj5,23,word5,TARG,shampoo,REG,WS,TARG,subj5_23,CORRECT,0.3,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj53,23,word5,TARG,shampoo,REG,WS,TARG,subj53_23,CORRECT,0.3,"shampoo,report,duress,harpoon,no_response,no_response,no_response,no_response,no_response"
subj54,23,word5,TARG,shampoo,REG,WS,TARG,subj54_23,CORRECT,0.3,"roulette,duress,report,shampoo,no_response,no_response,no_response,no_response,no_response"
subj55,23,word5,TARG,shampoo,REG,WS,TARG,subj55_23,CORRECT,0.3,"report,lampoon,roulette,duress,shampoo,harpoon,no_response,no_response,no_response"
subj56,23,word5,TARG,shampoo,REG,WS,TARG,subj56_23,CORRECT,0.3,"pursuit,adore,duress,shampoo,report,lampoon,no_response,no_response,no_response"
subj57,23,word5,TARG,shampoo,REG,WS,TARG,subj57_23,CORRECT,0.3,"report,duress,shampoo,sucess,no_response,no_response,no_response,no_response,no_response"
subj58,23,word5,TARG,shampoo,REG,WS,TARG,subj58_23,CORRECT,0.3,"lampoon,intent,shampoo,duress,adieu,no_response,no_response,no_response,no_response"
subj59,23,word5,TARG,shampoo,REG,WS,TARG,subj59_23,CORRECT,0.3,"adieu,report,roulette,duress,intent,pursuit,success,shampoo,no_response"
subj6,23,word5,TARG,shampoo,REG,WS,TARG,subj6_23,CORRECT,0.3,"pursuit,intent,success,shampoo,ado,roulette,diress,no_response,no_response"
subj60,23,word5,TARG,shampoo,REG,WS,TARG,subj60_23,CORRECT,0.3,"pursuit,success,shampoo,no_response,no_response,no_response,no_response,no_response,no_response"
subj8,23,word5,TARG,shampoo,REG,WS,TARG,subj8_23,CORRECT,0.3,"shampoo,direct,lampoon,no_response,no_response,no_response,no_response,no_response,no_response"
subj7,23,word5,TARG,shampoo,REG,WS,TARG,subj7_23,CORRECT,0.3,"roulette,duress,report,adue,shampoo,no_response,no_response,no_response,no_response"
subj13,23,word6,OTH,adieu,REG,WS,OTH,subj13_23,CORRECT,0,"adieu,report,duress,shampoo,no_response,no_response,no_response,no_response,no_response"
subj14,23,word6,OTH,adieu,REG,WS,OTH,subj14_23,CORRECT,0,"pursuit,intent,success,lampoon,shampoo,adieu,report,roulette,duress"
subj19,23,word6,OTH,adieu,REG,WS,OTH,subj19_23,CORRECT,0,"persuit,reportadieux,lampoonreportduress,no_response,no_response,no_response,no_response,no_response,no_response"
subj23,23,word6,OTH,adieu,REG,WS,OTH,subj23_23,CORRECT,0,"adieu,report,duress,pickle,no_response,no_response,no_response,no_response,no_response"
subj25,23,word6,OTH,adieu,REG,WS,OTH,subj25_23,CORRECT,0,"pursuit,adieu,shampoo,report,duress,no_response,no_response,no_response,no_response"
subj35,23,word6,OTH,adieu,REG,WS,OTH,subj35_23,CORRECT,0,"adieu,report,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj43,23,word6,OTH,adieu,REG,WS,OTH,subj43_23,CORRECT,0,"adieu,roulette,duress,port,shampoo,no_response,no_response,no_response,no_response"
subj44,23,word6,OTH,adieu,REG,WS,OTH,subj44_23,CORRECT,0,"pursuit,duress,shampoo,adieu,no_response,no_response,no_response,no_response,no_response"
subj46,23,word6,OTH,adieu,REG,WS,OTH,subj46_23,CORRECT,0,"pursuit,intense,success,lampoon,adieu,roulette,shampoo,duress,no_response"
subj58,23,word6,OTH,adieu,REG,WS,OTH,subj58_23,CORRECT,0,"lampoon,intent,shampoo,duress,adieu,no_response,no_response,no_response,no_response"
subj59,23,word6,OTH,adieu,REG,WS,OTH,subj59_23,CORRECT,0,"adieu,report,roulette,duress,intent,pursuit,success,shampoo,no_response"
subj1,23,word7,OTH,report,REG,WS,OTH,subj1_23,CORRECT,2.16,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj10,23,word7,OTH,report,REG,WS,OTH,subj10_23,CORRECT,2.16,"report,roulette,shampoo,duress,no_response,no_response,no_response,no_response,no_response"
subj12,23,word7,OTH,report,REG,WS,OTH,subj12_23,CORRECT,2.16,"report,duress,shampoo,roulettte,no_response,no_response,no_response,no_response,no_response"
subj13,23,word7,OTH,report,REG,WS,OTH,subj13_23,CORRECT,2.16,"adieu,report,duress,shampoo,no_response,no_response,no_response,no_response,no_response"
subj14,23,word7,OTH,report,REG,WS,OTH,subj14_23,CORRECT,2.16,"pursuit,intent,success,lampoon,shampoo,adieu,report,roulette,duress"
subj17,23,word7,OTH,report,REG,WS,OTH,subj17_23,CORRECT,2.16,"diress,intent,success,report,shampoo,no_response,no_response,no_response,no_response"
subj19,23,word7,OTH,report,REG,WS,OTH,subj19_23,CORRECT,2.16,"persuit,reportadieux,lampoonreportduress,no_response,no_response,no_response,no_response,no_response,no_response"
subj2,23,word7,OTH,report,REG,WS,OTH,subj2_23,CORRECT,2.16,"pursuit,intent,success,lampoon,shampoo,report,roulette,duress,no_response"
subj22,23,word7,OTH,report,REG,WS,OTH,subj22_23,CORRECT,2.16,"report,roulette,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj23,23,word7,OTH,report,REG,WS,OTH,subj23_23,CORRECT,2.16,"adieu,report,duress,pickle,no_response,no_response,no_response,no_response,no_response"
subj25,23,word7,OTH,report,REG,WS,OTH,subj25_23,CORRECT,2.16,"pursuit,adieu,shampoo,report,duress,no_response,no_response,no_response,no_response"
subj26,23,word7,OTH,report,REG,WS,OTH,subj26_23,CORRECT,2.16,"pursuit,shampoo,success,report,relate,dress,no_response,no_response,no_response"
subj29,23,word7,OTH,report,REG,WS,OTH,subj29_23,CORRECT,2.16,"lampoon,shampoo,report,duress,no_response,no_response,no_response,no_response,no_response"
subj3,23,word7,OTH,report,REG,WS,OTH,subj3_23,CORRECT,2.16,"report,roulette,diress,shampoo,lampoon,adeiu,no_response,no_response,no_response"
subj31,23,word7,OTH,report,REG,WS,OTH,subj31_23,CORRECT,2.16,"intent,success,lampoon,report,shampoo,no_response,no_response,no_response,no_response"
subj34,23,word7,OTH,report,REG,WS,OTH,subj34_23,CORRECT,2.16,"report,shampoo,diress,lampoon,no_response,no_response,no_response,no_response,no_response"
subj35,23,word7,OTH,report,REG,WS,OTH,subj35_23,CORRECT,2.16,"adieu,report,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj42,23,word7,OTH,report,REG,WS,OTH,subj42_23,CORRECT,2.16,"pursue,intent,success,report,no_response,no_response,no_response,no_response,no_response"
subj45,23,word7,OTH,report,REG,WS,OTH,subj45_23,CORRECT,2.16,"shampoo,report,duress,lampoon,roulette,no_response,no_response,no_response,no_response"
subj5,23,word7,OTH,report,REG,WS,OTH,subj5_23,CORRECT,2.16,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj50,23,word7,OTH,report,REG,WS,OTH,subj50_23,CORRECT,2.16,"lampoon,adiu,report,roulette,duress,no_response,no_response,no_response,no_response"
subj51,23,word7,OTH,report,REG,WS,OTH,subj51_23,CORRECT,2.16,"lampoon,report,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj53,23,word7,OTH,report,REG,WS,OTH,subj53_23,CORRECT,2.16,"shampoo,report,duress,harpoon,no_response,no_response,no_response,no_response,no_response"
subj54,23,word7,OTH,report,REG,WS,OTH,subj54_23,CORRECT,2.16,"roulette,duress,report,shampoo,no_response,no_response,no_response,no_response,no_response"
subj55,23,word7,OTH,report,REG,WS,OTH,subj55_23,CORRECT,2.16,"report,lampoon,roulette,duress,shampoo,harpoon,no_response,no_response,no_response"
subj56,23,word7,OTH,report,REG,WS,OTH,subj56_23,CORRECT,2.16,"pursuit,adore,duress,shampoo,report,lampoon,no_response,no_response,no_response"
subj57,23,word7,OTH,report,REG,WS,OTH,subj57_23,CORRECT,2.16,"report,duress,shampoo,sucess,no_response,no_response,no_response,no_response,no_response"
subj59,23,word7,OTH,report,REG,WS,OTH,subj59_23,CORRECT,2.16,"adieu,report,roulette,duress,intent,pursuit,success,shampoo,no_response"
subj7,23,word7,OTH,report,REG,WS,OTH,subj7_23,CORRECT,2.16,"roulette,duress,report,adue,shampoo,no_response,no_response,no_response,no_response"
subj10,23,word8,OTH,roulette,REG,WS,OTH,subj10_23,CORRECT,0.3,"report,roulette,shampoo,duress,no_response,no_response,no_response,no_response,no_response"
subj11,23,word8,OTH,roulette,REG,WS,OTH,subj11_23,CORRECT,0.3,"support,roulette,diress,no_response,no_response,no_response,no_response,no_response,no_response"
subj14,23,word8,OTH,roulette,REG,WS,OTH,subj14_23,CORRECT,0.3,"pursuit,intent,success,lampoon,shampoo,adieu,report,roulette,duress"
subj16,23,word8,OTH,roulette,REG,WS,OTH,subj16_23,CORRECT,0.3,"duress,shampoo,roulette,no_response,no_response,no_response,no_response,no_response,no_response"
subj18,23,word8,OTH,roulette,REG,WS,OTH,subj18_23,CORRECT,0.3,"roulette,duress,lampoon,no_response,no_response,no_response,no_response,no_response,no_response"
subj2,23,word8,OTH,roulette,REG,WS,OTH,subj2_23,CORRECT,0.3,"pursuit,intent,success,lampoon,shampoo,report,roulette,duress,no_response"
subj21,23,word8,OTH,roulette,REG,WS,OTH,subj21_23,CORRECT,0.3,"roulette,lampoon,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj22,23,word8,OTH,roulette,REG,WS,OTH,subj22_23,CORRECT,0.3,"report,roulette,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj24,23,word8,OTH,roulette,REG,WS,OTH,subj24_23,CORRECT,0.3,"Shampoo,roulette,duress,lampoon,success,no_response,no_response,no_response,no_response"
subj27,23,word8,OTH,roulette,REG,WS,OTH,subj27_23,CORRECT,0.3,"roulette,deress,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj3,23,word8,OTH,roulette,REG,WS,OTH,subj3_23,CORRECT,0.3,"report,roulette,diress,shampoo,lampoon,adeiu,no_response,no_response,no_response"
subj43,23,word8,OTH,roulette,REG,WS,OTH,subj43_23,CORRECT,0.3,"adieu,roulette,duress,port,shampoo,no_response,no_response,no_response,no_response"
subj45,23,word8,OTH,roulette,REG,WS,OTH,subj45_23,CORRECT,0.3,"shampoo,report,duress,lampoon,roulette,no_response,no_response,no_response,no_response"
subj46,23,word8,OTH,roulette,REG,WS,OTH,subj46_23,CORRECT,0.3,"pursuit,intense,success,lampoon,adieu,roulette,shampoo,duress,no_response"
subj47,23,word8,OTH,roulette,REG,WS,OTH,subj47_23,CORRECT,0.3,"pursuit,roulette,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj50,23,word8,OTH,roulette,REG,WS,OTH,subj50_23,CORRECT,0.3,"lampoon,adiu,report,roulette,duress,no_response,no_response,no_response,no_response"
subj54,23,word8,OTH,roulette,REG,WS,OTH,subj54_23,CORRECT,0.3,"roulette,duress,report,shampoo,no_response,no_response,no_response,no_response,no_response"
subj55,23,word8,OTH,roulette,REG,WS,OTH,subj55_23,CORRECT,0.3,"report,lampoon,roulette,duress,shampoo,harpoon,no_response,no_response,no_response"
subj59,23,word8,OTH,roulette,REG,WS,OTH,subj59_23,CORRECT,0.3,"adieu,report,roulette,duress,intent,pursuit,success,shampoo,no_response"
subj6,23,word8,OTH,roulette,REG,WS,OTH,subj6_23,CORRECT,0.3,"pursuit,intent,success,shampoo,ado,roulette,diress,no_response,no_response"
subj9,23,word8,OTH,roulette,REG,WS,OTH,subj9_23,CORRECT,0.3,"pursue,success,intent,lampoon,roulette,no_response,no_response,no_response,no_response"
subj7,23,word8,OTH,roulette,REG,WS,OTH,subj7_23,CORRECT,0.3,"roulette,duress,report,adue,shampoo,no_response,no_response,no_response,no_response"
subj1,23,word9,OTH,duress,REG,WS,OTH,subj1_23,CORRECT,0,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj10,23,word9,OTH,duress,REG,WS,OTH,subj10_23,CORRECT,0,"report,roulette,shampoo,duress,no_response,no_response,no_response,no_response,no_response"
subj12,23,word9,OTH,duress,REG,WS,OTH,subj12_23,CORRECT,0,"report,duress,shampoo,roulettte,no_response,no_response,no_response,no_response,no_response"
subj13,23,word9,OTH,duress,REG,WS,OTH,subj13_23,CORRECT,0,"adieu,report,duress,shampoo,no_response,no_response,no_response,no_response,no_response"
subj14,23,word9,OTH,duress,REG,WS,OTH,subj14_23,CORRECT,0,"pursuit,intent,success,lampoon,shampoo,adieu,report,roulette,duress"
subj16,23,word9,OTH,duress,REG,WS,OTH,subj16_23,CORRECT,0,"duress,shampoo,roulette,no_response,no_response,no_response,no_response,no_response,no_response"
subj18,23,word9,OTH,duress,REG,WS,OTH,subj18_23,CORRECT,0,"roulette,duress,lampoon,no_response,no_response,no_response,no_response,no_response,no_response"
subj19,23,word9,OTH,duress,REG,WS,OTH,subj19_23,CORRECT,0,"persuit,reportadieux,lampoonreportduress,no_response,no_response,no_response,no_response,no_response,no_response"
subj2,23,word9,OTH,duress,REG,WS,OTH,subj2_23,CORRECT,0,"pursuit,intent,success,lampoon,shampoo,report,roulette,duress,no_response"
subj23,23,word9,OTH,duress,REG,WS,OTH,subj23_23,CORRECT,0,"adieu,report,duress,pickle,no_response,no_response,no_response,no_response,no_response"
subj24,23,word9,OTH,duress,REG,WS,OTH,subj24_23,CORRECT,0,"Shampoo,roulette,duress,lampoon,success,no_response,no_response,no_response,no_response"
subj25,23,word9,OTH,duress,REG,WS,OTH,subj25_23,CORRECT,0,"pursuit,adieu,shampoo,report,duress,no_response,no_response,no_response,no_response"
subj29,23,word9,OTH,duress,REG,WS,OTH,subj29_23,CORRECT,0,"lampoon,shampoo,report,duress,no_response,no_response,no_response,no_response,no_response"
subj30,23,word9,OTH,duress,REG,WS,OTH,subj30_23,CORRECT,0,"pursuit,intent,lampoon,duress,shampoo,no_response,no_response,no_response,no_response"
subj32,23,word9,OTH,duress,REG,WS,OTH,subj32_23,CORRECT,0,"shampoo,lampoon,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj35,23,word9,OTH,duress,REG,WS,OTH,subj35_23,CORRECT,0,"adieu,report,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj36,23,word9,OTH,duress,REG,WS,OTH,subj36_23,CORRECT,0,"pursuit,intent,champagne,shampoo,ado,duress,no_response,no_response,no_response"
subj37,23,word9,OTH,duress,REG,WS,OTH,subj37_23,CORRECT,0,"lampoon,shampoo,duress,intent,no_response,no_response,no_response,no_response,no_response"
subj38,23,word9,OTH,duress,REG,WS,OTH,subj38_23,CORRECT,0,"pursuit,duress,lampoon,shampoo,success,no_response,no_response,no_response,no_response"
subj39,23,word9,OTH,duress,REG,WS,OTH,subj39_23,CORRECT,0,"duress,rouillete,success,lampoon,shampoo,persist,no_response,no_response,no_response"
subj43,23,word9,OTH,duress,REG,WS,OTH,subj43_23,CORRECT,0,"adieu,roulette,duress,port,shampoo,no_response,no_response,no_response,no_response"
subj44,23,word9,OTH,duress,REG,WS,OTH,subj44_23,CORRECT,0,"pursuit,duress,shampoo,adieu,no_response,no_response,no_response,no_response,no_response"
subj45,23,word9,OTH,duress,REG,WS,OTH,subj45_23,CORRECT,0,"shampoo,report,duress,lampoon,roulette,no_response,no_response,no_response,no_response"
subj46,23,word9,OTH,duress,REG,WS,OTH,subj46_23,CORRECT,0,"pursuit,intense,success,lampoon,adieu,roulette,shampoo,duress,no_response"
subj47,23,word9,OTH,duress,REG,WS,OTH,subj47_23,CORRECT,0,"pursuit,roulette,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj49,23,word9,OTH,duress,REG,WS,OTH,subj49_23,CORRECT,0,"champagne,duress,coat,no_response,no_response,no_response,no_response,no_response,no_response"
subj5,23,word9,OTH,duress,REG,WS,OTH,subj5_23,CORRECT,0,"shampoo,duress,lampoon,report,no_response,no_response,no_response,no_response,no_response"
subj50,23,word9,OTH,duress,REG,WS,OTH,subj50_23,CORRECT,0,"lampoon,adiu,report,roulette,duress,no_response,no_response,no_response,no_response"
subj51,23,word9,OTH,duress,REG,WS,OTH,subj51_23,CORRECT,0,"lampoon,report,duress,no_response,no_response,no_response,no_response,no_response,no_response"
subj53,23,word9,OTH,duress,REG,WS,OTH,subj53_23,CORRECT,0,"shampoo,report,duress,harpoon,no_response,no_response,no_response,no_response,no_response"
subj54,23,word9,OTH,duress,REG,WS,OTH,subj54_23,CORRECT,0,"roulette,duress,report,shampoo,no_response,no_response,no_response,no_response,no_response"
subj55,23,word9,OTH,duress,REG,WS,OTH,subj55_23,CORRECT,0,"report,lampoon,roulette,duress,shampoo,harpoon,no_response,no_response,no_response"
subj56,23,word9,OTH,duress,REG,WS,OTH,subj56_23,CORRECT,0,"pursuit,adore,duress,shampoo,report,lampoon,no_response,no_response,no_response"
subj57,23,word9,OTH,duress,REG,WS,OTH,subj57_23,CORRECT,0,"report,duress,shampoo,sucess,no_response,no_response,no_response,no_response,no_response"
subj58,23,word9,OTH,duress,REG,WS,OTH,subj58_23,CORRECT,0,"lampoon,intent,shampoo,duress,adieu,no_response,no_response,no_response,no_response"
subj59,23,word9,OTH,duress,REG,WS,OTH,subj59_23,CORRECT,0,"adieu,report,roulette,duress,intent,pursuit,success,shampoo,no_response"
subj7,23,word9,OTH,duress,REG,WS,OTH,subj7_23,CORRECT,0,"roulette,duress,report,adue,shampoo,no_response,no_response,no_response,no_response"
subj1,24,word1,OTH,complaint,REG,WS,OTH,subj1_24,CORRECT,1.45,"today,extent,finess,cement,abyss,complaint,no_response,no_response,no_response"
subj14,24,word1,OTH,complaint,REG,WS,OTH,subj14_24,CORRECT,1.45,"complaint,abyss,supplies,gazelle,cement,barrette,today,extent,finesse"
subj15,24,word1,OTH,complaint,REG,WS,OTH,subj15_24,CORRECT,1.45,"complaint,today,finesse,no_response,no_response,no_response,no_response,no_response,no_response"
subj17,24,word1,OTH,complaint,REG,WS,OTH,subj17_24,CORRECT,1.45,"abyss,supplies,cement,complaint,extent,no_response,no_response,no_response,no_response"
subj19,24,word1,OTH,complaint,REG,WS,OTH,subj19_24,CORRECT,1.45,"complaint,extent,finesse,gazelle,today,no_response,no_response,no_response,no_response"
subj2,24,word1,OTH,complaint,REG,WS,OTH,subj2_24,CORRECT,1.45,"complaint,abyss,supplies,gazelle,cement,today,extent,finesse,no_response"
subj23,24,word1,OTH,complaint,REG,WS,OTH,subj23_24,CORRECT,1.45,"complaint,cement,finesse,abyss,no_response,no_response,no_response,no_response,no_response"
subj24,24,word1,OTH,complaint,REG,WS,OTH,subj24_24,CORRECT,1.45,"Finesse,abbis,complaint,Beret,no_response,no_response,no_response,no_response,no_response"
subj25,24,word1,OTH,complaint,REG,WS,OTH,subj25_24,CORRECT,1.45,"complaint,abyss,supply,gazelle,no_response,no_response,no_response,no_response,no_response"
subj26,24,word1,OTH,complaint,REG,WS,OTH,subj26_24,CORRECT,1.45,"complaint,supply's,cement,parrot,today,extend,no_response,no_response,no_response"
subj27,24,word1,OTH,complaint,REG,WS,OTH,subj27_24,CORRECT,1.45,"finesse,complaint,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj29,24,word1,OTH,complaint,REG,WS,OTH,subj29_24,CORRECT,1.45,"complaint,today,offend,finesse,no_response,no_response,no_response,no_response,no_response"
