SUBJECT,TRIAL,TARGET_POSITION,TARG_OTH,TARGET_WORD,REG_IRREG,PATTERN,TARG_OTH,keytrial,CORR_WRONG,LOG_FREQ,USER_RESP
subj45,15,word2,OTH,defense,REG,WS,OTH,subj45_15,WRONG,0,"garage,attempt,chaufuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj47,15,word2,OTH,defense,REG,WS,OTH,subj47_15,WRONG,0,"sardine,critique,elipse,garage,no_response,no_response,no_response,no_response,no_response"
subj48,15,word2,OTH,defense,REG,WS,OTH,subj48_15,CORRECT,0,"Octet,Resort,Defense,Elipse,Critique,no_response,no_response,no_response,no_response"
subj49,15,word2,OTH,defense,REG,WS,OTH,subj49_15,WRONG,0,"chauffer,garage,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj5,15,word2,OTH,defense,REG,WS,OTH,subj5_15,WRONG,0,"sardine,garage,attempt,chauffeur,no_response,no_response,no_response,no_response,no_response"
subj50,15,word2,OTH,defense,REG,WS,OTH,subj50_15,WRONG,0,"critique,defence,chauffeur,sardine,garage,no_response,no_response,no_response,no_response"
subj51,15,word2,OTH,defense,REG,WS,OTH,subj51_15,WRONG,0,"octet,resort,fatigue,chauffer,garage,no_response,no_response,no_response,no_response"
subj53,15,word2,OTH,defense,REG,WS,OTH,subj53_15,WRONG,0,"critique,attempt,chauffeur,sardine,escape,no_response,no_response,no_response,no_response"
subj55,15,word2,OTH,defense,REG,WS,OTH,subj55_15,WRONG,0,"ellipse,chauffeur,chateau,no_response,no_response,no_response,no_response,no_response,no_response"
subj56,15,word2,OTH,defense,REG,WS,OTH,subj56_15,WRONG,0,"garage,attempt,chaffaur,critique,elipse,no_response,no_response,no_response,no_response"
subj57,15,word2,OTH,defense,REG,WS,OTH,subj57_15,WRONG,0,"attempt,chauffer,garage,suflee,no_response,no_response,no_response,no_response,no_response"
subj58,15,word2,OTH,defense,REG,WS,OTH,subj58_15,WRONG,0,"garage,eclipse,attempt,chauffeaur,no_response,no_response,no_response,no_response,no_response"
subj8,15,word2,OTH,defense,REG,WS,OTH,subj8_15,WRONG,0,"sardine,garage,attempt,chauffer,no_response,no_response,no_response,no_response,no_response"
subj7,15,word2,OTH,defense,REG,WS,OTH,subj7_15,WRONG,0,"chfurue,attempt,garage,critique,no_response,no_response,no_response,no_response,no_response"
subj1,15,word3,OTH,resort,REG,WS,OTH,subj1_15,WRONG,1.3,"elipse,attempt,critique,chaufer,garage,no_response,no_response,no_response,no_response"
subj10,15,word3,OTH,resort,REG,WS,OTH,subj10_15,WRONG,1.3,"ellipse,attempt,chauffeur,garage,critique,octet,defense,no_response,no_response"
subj12,15,word3,OTH,resort,REG,WS,OTH,subj12_15,WRONG,1.3,"octet,defense,critique,chauffer,no_response,no_response,no_response,no_response,no_response"
subj13,15,word3,OTH,resort,REG,WS,OTH,subj13_15,WRONG,1.3,"chauffeur,octet,defense,arise,no_response,no_response,no_response,no_response,no_response"
subj14,15,word3,OTH,resort,REG,WS,OTH,subj14_15,WRONG,1.3,"octet,defense,report,sardine,garage,critique,ellipse,attempt,chaffeur"
subj15,15,word3,OTH,resort,REG,WS,OTH,subj15_15,WRONG,1.3,"garage,attempt,shoupher,no_response,no_response,no_response,no_response,no_response,no_response"
subj16,15,word3,OTH,resort,REG,WS,OTH,subj16_15,WRONG,1.3,"sardine,critique,elipse,no_response,no_response,no_response,no_response,no_response,no_response"
subj20,15,word3,OTH,resort,REG,WS,OTH,subj20_15,WRONG,1.3,"Object,detail,shofer,derail,content,no_response,no_response,no_response,no_response"
subj21,15,word3,OTH,resort,REG,WS,OTH,subj21_15,WRONG,1.3,"ellipse,attempt,elite,chauffeur,octet,no_response,no_response,no_response,no_response"
subj22,15,word3,OTH,resort,REG,WS,OTH,subj22_15,WRONG,1.3,"Attempt,Sardine,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj23,15,word3,OTH,resort,REG,WS,OTH,subj23_15,WRONG,1.3,"octet,chauffeur,sardine,garage,no_response,no_response,no_response,no_response,no_response"
subj24,15,word3,OTH,resort,REG,WS,OTH,subj24_15,WRONG,1.3,"Octet,defense,critique,sardines,chauffeur,no_response,no_response,no_response,no_response"
subj27,15,word3,OTH,resort,REG,WS,OTH,subj27_15,WRONG,1.3,"attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj28,15,word3,OTH,resort,REG,WS,OTH,subj28_15,WRONG,1.3,"defense,sardine,chauffeur,no_response,no_response,no_response,no_response,no_response,no_response"
subj3,15,word3,OTH,resort,REG,WS,OTH,subj3_15,WRONG,1.3,"critique,ellipse,attempt,chaffeur,garage,no_response,no_response,no_response,no_response"
subj31,15,word3,OTH,resort,REG,WS,OTH,subj31_15,WRONG,1.3,"garage,attempt,chauffeur,ellipse,effect,no_response,no_response,no_response,no_response"
subj32,15,word3,OTH,resort,REG,WS,OTH,subj32_15,WRONG,1.3,"octet,garage,chauffeur,no_response,no_response,no_response,no_response,no_response,no_response"
subj33,15,word3,OTH,resort,REG,WS,OTH,subj33_15,WRONG,1.3,"critique,attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj34,15,word3,OTH,resort,REG,WS,OTH,subj34_15,WRONG,1.3,"garage,chofer,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj37,15,word3,OTH,resort,REG,WS,OTH,subj37_15,WRONG,1.3,"chauffeur,ellipse,garage,defense,no_response,no_response,no_response,no_response,no_response"
subj38,15,word3,OTH,resort,REG,WS,OTH,subj38_15,WRONG,1.3,"chauffeur,critique,attempt,escort,no_response,no_response,no_response,no_response,no_response"
subj39,15,word3,OTH,resort,REG,WS,OTH,subj39_15,WRONG,1.3,"attempt,chauffer,eclipse,garage,octet,planet,no_response,no_response,no_response"
subj4,15,word3,OTH,resort,REG,WS,OTH,subj4_15,WRONG,1.3,"critique,chaffeur,attempt,ellipse,no_response,no_response,no_response,no_response,no_response"
subj40,15,word3,OTH,resort,REG,WS,OTH,subj40_15,WRONG,1.3,"defense,critic,reward,no_response,no_response,no_response,no_response,no_response,no_response"
subj41,15,word3,OTH,resort,REG,WS,OTH,subj41_15,WRONG,1.3,"choufer,attempt,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj43,15,word3,OTH,resort,REG,WS,OTH,subj43_15,WRONG,1.3,"chauffeur,attempt,critique,sardine,octet,garage,no_response,no_response,no_response"
subj44,15,word3,OTH,resort,REG,WS,OTH,subj44_15,WRONG,1.3,"octet,defense,chauffeur,critique,no_response,no_response,no_response,no_response,no_response"
subj45,15,word3,OTH,resort,REG,WS,OTH,subj45_15,WRONG,1.3,"garage,attempt,chaufuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj46,15,word3,OTH,resort,REG,WS,OTH,subj46_15,WRONG,1.3,"octet,chauffeur,defense,sardine,garage,contempt,no_response,no_response,no_response"
subj47,15,word3,OTH,resort,REG,WS,OTH,subj47_15,WRONG,1.3,"sardine,critique,elipse,garage,no_response,no_response,no_response,no_response,no_response"
subj48,15,word3,OTH,resort,REG,WS,OTH,subj48_15,CORRECT,1.3,"Octet,Resort,Defense,Elipse,Critique,no_response,no_response,no_response,no_response"
subj49,15,word3,OTH,resort,REG,WS,OTH,subj49_15,WRONG,1.3,"chauffer,garage,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj5,15,word3,OTH,resort,REG,WS,OTH,subj5_15,WRONG,1.3,"sardine,garage,attempt,chauffeur,no_response,no_response,no_response,no_response,no_response"
subj50,15,word3,OTH,resort,REG,WS,OTH,subj50_15,WRONG,1.3,"critique,defence,chauffeur,sardine,garage,no_response,no_response,no_response,no_response"
subj52,15,word3,OTH,resort,REG,WS,OTH,subj52_15,WRONG,1.3,"defense,garage,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj53,15,word3,OTH,resort,REG,WS,OTH,subj53_15,WRONG,1.3,"critique,attempt,chauffeur,sardine,escape,no_response,no_response,no_response,no_response"
subj54,15,word3,OTH,resort,REG,WS,OTH,subj54_15,WRONG,1.3,"ellipse,attempt,sardine,octet,defense,no_response,no_response,no_response,no_response"
subj55,15,word3,OTH,resort,REG,WS,OTH,subj55_15,WRONG,1.3,"ellipse,chauffeur,chateau,no_response,no_response,no_response,no_response,no_response,no_response"
subj56,15,word3,OTH,resort,REG,WS,OTH,subj56_15,WRONG,1.3,"garage,attempt,chaffaur,critique,elipse,no_response,no_response,no_response,no_response"
subj57,15,word3,OTH,resort,REG,WS,OTH,subj57_15,WRONG,1.3,"attempt,chauffer,garage,suflee,no_response,no_response,no_response,no_response,no_response"
subj58,15,word3,OTH,resort,REG,WS,OTH,subj58_15,WRONG,1.3,"garage,eclipse,attempt,chauffeaur,no_response,no_response,no_response,no_response,no_response"
subj59,15,word3,OTH,resort,REG,WS,OTH,subj59_15,WRONG,1.3,"ellipse,attempt,chauffeur,octet,defense,garage,technique,no_response,no_response"
subj60,15,word3,OTH,resort,REG,WS,OTH,subj60_15,WRONG,1.3,"defense,report,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj8,15,word3,OTH,resort,REG,WS,OTH,subj8_15,WRONG,1.3,"sardine,garage,attempt,chauffer,no_response,no_response,no_response,no_response,no_response"
subj9,15,word3,OTH,resort,REG,WS,OTH,subj9_15,WRONG,1.3,"octet,defense,sardine,garage,critique,chauffeur,no_response,no_response,no_response"
subj7,15,word3,OTH,resort,REG,WS,OTH,subj7_15,WRONG,1.3,"chfurue,attempt,garage,critique,no_response,no_response,no_response,no_response,no_response"
subj1,15,word4,OTH,sardine,REG,WS,OTH,subj1_15,WRONG,0.48,"elipse,attempt,critique,chaufer,garage,no_response,no_response,no_response,no_response"
subj10,15,word4,OTH,sardine,REG,WS,OTH,subj10_15,WRONG,0.48,"ellipse,attempt,chauffeur,garage,critique,octet,defense,no_response,no_response"
subj11,15,word4,OTH,sardine,REG,WS,OTH,subj11_15,WRONG,0.48,"attempt,resort,chauffuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj12,15,word4,OTH,sardine,REG,WS,OTH,subj12_15,WRONG,0.48,"octet,defense,critique,chauffer,no_response,no_response,no_response,no_response,no_response"
subj13,15,word4,OTH,sardine,REG,WS,OTH,subj13_15,WRONG,0.48,"chauffeur,octet,defense,arise,no_response,no_response,no_response,no_response,no_response"
subj15,15,word4,OTH,sardine,REG,WS,OTH,subj15_15,WRONG,0.48,"garage,attempt,shoupher,no_response,no_response,no_response,no_response,no_response,no_response"
subj19,15,word4,OTH,sardine,REG,WS,OTH,subj19_15,WRONG,0.48,"octet,defense,resort,sardene,critique,chaufeur,no_response,no_response,no_response"
subj20,15,word4,OTH,sardine,REG,WS,OTH,subj20_15,WRONG,0.48,"Object,detail,shofer,derail,content,no_response,no_response,no_response,no_response"
subj21,15,word4,OTH,sardine,REG,WS,OTH,subj21_15,WRONG,0.48,"ellipse,attempt,elite,chauffeur,octet,no_response,no_response,no_response,no_response"
subj22,15,word4,OTH,sardine,REG,WS,OTH,subj22_15,CORRECT,0.48,"Attempt,Sardine,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj25,15,word4,OTH,sardine,REG,WS,OTH,subj25_15,WRONG,0.48,"defense,resort,garage,eclipse,coiffure,no_response,no_response,no_response,no_response"
subj26,15,word4,OTH,sardine,REG,WS,OTH,subj26_15,WRONG,0.48,"defence,resort,critic,lips.attempt,no_response,no_response,no_response,no_response,no_response"
subj27,15,word4,OTH,sardine,REG,WS,OTH,subj27_15,WRONG,0.48,"attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj29,15,word4,OTH,sardine,REG,WS,OTH,subj29_15,WRONG,0.48,"resort,attempt,defence,no_response,no_response,no_response,no_response,no_response,no_response"
subj3,15,word4,OTH,sardine,REG,WS,OTH,subj3_15,WRONG,0.48,"critique,ellipse,attempt,chaffeur,garage,no_response,no_response,no_response,no_response"
subj31,15,word4,OTH,sardine,REG,WS,OTH,subj31_15,WRONG,0.48,"garage,attempt,chauffeur,ellipse,effect,no_response,no_response,no_response,no_response"
subj32,15,word4,OTH,sardine,REG,WS,OTH,subj32_15,WRONG,0.48,"octet,garage,chauffeur,no_response,no_response,no_response,no_response,no_response,no_response"
subj33,15,word4,OTH,sardine,REG,WS,OTH,subj33_15,WRONG,0.48,"critique,attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj34,15,word4,OTH,sardine,REG,WS,OTH,subj34_15,WRONG,0.48,"garage,chofer,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj35,15,word4,OTH,sardine,REG,WS,OTH,subj35_15,WRONG,0.48,"resort,garage,attempt,chauffeur,no_response,no_response,no_response,no_response,no_response"
subj37,15,word4,OTH,sardine,REG,WS,OTH,subj37_15,WRONG,0.48,"chauffeur,ellipse,garage,defense,no_response,no_response,no_response,no_response,no_response"
subj38,15,word4,OTH,sardine,REG,WS,OTH,subj38_15,WRONG,0.48,"chauffeur,critique,attempt,escort,no_response,no_response,no_response,no_response,no_response"
subj39,15,word4,OTH,sardine,REG,WS,OTH,subj39_15,WRONG,0.48,"attempt,chauffer,eclipse,garage,octet,planet,no_response,no_response,no_response"
subj4,15,word4,OTH,sardine,REG,WS,OTH,subj4_15,WRONG,0.48,"critique,chaffeur,attempt,ellipse,no_response,no_response,no_response,no_response,no_response"
subj40,15,word4,OTH,sardine,REG,WS,OTH,subj40_15,WRONG,0.48,"defense,critic,reward,no_response,no_response,no_response,no_response,no_response,no_response"
subj41,15,word4,OTH,sardine,REG,WS,OTH,subj41_15,WRONG,0.48,"choufer,attempt,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj44,15,word4,OTH,sardine,REG,WS,OTH,subj44_15,WRONG,0.48,"octet,defense,chauffeur,critique,no_response,no_response,no_response,no_response,no_response"
subj45,15,word4,OTH,sardine,REG,WS,OTH,subj45_15,WRONG,0.48,"garage,attempt,chaufuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj48,15,word4,OTH,sardine,REG,WS,OTH,subj48_15,WRONG,0.48,"Octet,Resort,Defense,Elipse,Critique,no_response,no_response,no_response,no_response"
subj49,15,word4,OTH,sardine,REG,WS,OTH,subj49_15,WRONG,0.48,"chauffer,garage,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj51,15,word4,OTH,sardine,REG,WS,OTH,subj51_15,WRONG,0.48,"octet,resort,fatigue,chauffer,garage,no_response,no_response,no_response,no_response"
subj52,15,word4,OTH,sardine,REG,WS,OTH,subj52_15,WRONG,0.48,"defense,garage,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj55,15,word4,OTH,sardine,REG,WS,OTH,subj55_15,WRONG,0.48,"ellipse,chauffeur,chateau,no_response,no_response,no_response,no_response,no_response,no_response"
subj56,15,word4,OTH,sardine,REG,WS,OTH,subj56_15,WRONG,0.48,"garage,attempt,chaffaur,critique,elipse,no_response,no_response,no_response,no_response"
subj57,15,word4,OTH,sardine,REG,WS,OTH,subj57_15,WRONG,0.48,"attempt,chauffer,garage,suflee,no_response,no_response,no_response,no_response,no_response"
subj58,15,word4,OTH,sardine,REG,WS,OTH,subj58_15,WRONG,0.48,"garage,eclipse,attempt,chauffeaur,no_response,no_response,no_response,no_response,no_response"
subj59,15,word4,OTH,sardine,REG,WS,OTH,subj59_15,WRONG,0.48,"ellipse,attempt,chauffeur,octet,defense,garage,technique,no_response,no_response"
subj60,15,word4,OTH,sardine,REG,WS,OTH,subj60_15,WRONG,0.48,"defense,report,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj7,15,word4,OTH,sardine,REG,WS,OTH,subj7_15,WRONG,0.48,"chfurue,attempt,garage,critique,no_response,no_response,no_response,no_response,no_response"
subj11,15,word5,TARG,garage,REG,WS,TARG,subj11_15,WRONG,1.4,"attempt,resort,chauffuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj12,15,word5,TARG,garage,REG,WS,TARG,subj12_15,WRONG,1.4,"octet,defense,critique,chauffer,no_response,no_response,no_response,no_response,no_response"
subj13,15,word5,TARG,garage,REG,WS,TARG,subj13_15,WRONG,1.4,"chauffeur,octet,defense,arise,no_response,no_response,no_response,no_response,no_response"
subj16,15,word5,TARG,garage,REG,WS,TARG,subj16_15,WRONG,1.4,"sardine,critique,elipse,no_response,no_response,no_response,no_response,no_response,no_response"
subj17,15,word5,TARG,garage,REG,WS,TARG,subj17_15,WRONG,1.4,"chauffer,defense,resort,sardine,eclipse,attempt,no_response,no_response,no_response"
subj19,15,word5,TARG,garage,REG,WS,TARG,subj19_15,WRONG,1.4,"octet,defense,resort,sardene,critique,chaufeur,no_response,no_response,no_response"
subj2,15,word5,TARG,garage,REG,WS,TARG,subj2_15,WRONG,1.4,"octet,resort,sardine,critique,ellipse,attempt,chauffer,no_response,no_response"
subj20,15,word5,TARG,garage,REG,WS,TARG,subj20_15,WRONG,1.4,"Object,detail,shofer,derail,content,no_response,no_response,no_response,no_response"
subj21,15,word5,TARG,garage,REG,WS,TARG,subj21_15,WRONG,1.4,"ellipse,attempt,elite,chauffeur,octet,no_response,no_response,no_response,no_response"
subj22,15,word5,TARG,garage,REG,WS,TARG,subj22_15,WRONG,1.4,"Attempt,Sardine,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj24,15,word5,TARG,garage,REG,WS,TARG,subj24_15,WRONG,1.4,"Octet,defense,critique,sardines,chauffeur,no_response,no_response,no_response,no_response"
subj26,15,word5,TARG,garage,REG,WS,TARG,subj26_15,WRONG,1.4,"defence,resort,critic,lips.attempt,no_response,no_response,no_response,no_response,no_response"
subj27,15,word5,TARG,garage,REG,WS,TARG,subj27_15,WRONG,1.4,"attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj28,15,word5,TARG,garage,REG,WS,TARG,subj28_15,WRONG,1.4,"defense,sardine,chauffeur,no_response,no_response,no_response,no_response,no_response,no_response"
subj29,15,word5,TARG,garage,REG,WS,TARG,subj29_15,WRONG,1.4,"resort,attempt,defence,no_response,no_response,no_response,no_response,no_response,no_response"
subj30,15,word5,TARG,garage,REG,WS,TARG,subj30_15,WRONG,1.4,"octet,defense,resort,sardine,chauffeur,no_response,no_response,no_response,no_response"
subj33,15,word5,TARG,garage,REG,WS,TARG,subj33_15,WRONG,1.4,"critique,attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj36,15,word5,TARG,garage,REG,WS,TARG,subj36_15,WRONG,1.4,"octet,defense,resort,sardine,attempt,no_response,no_response,no_response,no_response"
subj38,15,word5,TARG,garage,REG,WS,TARG,subj38_15,WRONG,1.4,"chauffeur,critique,attempt,escort,no_response,no_response,no_response,no_response,no_response"
subj4,15,word5,TARG,garage,REG,WS,TARG,subj4_15,WRONG,1.4,"critique,chaffeur,attempt,ellipse,no_response,no_response,no_response,no_response,no_response"
subj40,15,word5,TARG,garage,REG,WS,TARG,subj40_15,WRONG,1.4,"defense,critic,reward,no_response,no_response,no_response,no_response,no_response,no_response"
subj41,15,word5,TARG,garage,REG,WS,TARG,subj41_15,WRONG,1.4,"choufer,attempt,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj42,15,word5,TARG,garage,REG,WS,TARG,subj42_15,WRONG,1.4,"defense,resort,sardine,critique,ellipse,no_response,no_response,no_response,no_response"
subj44,15,word5,TARG,garage,REG,WS,TARG,subj44_15,WRONG,1.4,"octet,defense,chauffeur,critique,no_response,no_response,no_response,no_response,no_response"
subj48,15,word5,TARG,garage,REG,WS,TARG,subj48_15,WRONG,1.4,"Octet,Resort,Defense,Elipse,Critique,no_response,no_response,no_response,no_response"
subj53,15,word5,TARG,garage,REG,WS,TARG,subj53_15,WRONG,1.4,"critique,attempt,chauffeur,sardine,escape,no_response,no_response,no_response,no_response"
subj54,15,word5,TARG,garage,REG,WS,TARG,subj54_15,WRONG,1.4,"ellipse,attempt,sardine,octet,defense,no_response,no_response,no_response,no_response"
subj55,15,word5,TARG,garage,REG,WS,TARG,subj55_15,WRONG,1.4,"ellipse,chauffeur,chateau,no_response,no_response,no_response,no_response,no_response,no_response"
subj60,15,word5,TARG,garage,REG,WS,TARG,subj60_15,WRONG,1.4,"defense,report,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj11,15,word6,OTH,critique,REG,WS,OTH,subj11_15,WRONG,0.7,"attempt,resort,chauffuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj13,15,word6,OTH,critique,REG,WS,OTH,subj13_15,WRONG,0.7,"chauffeur,octet,defense,arise,no_response,no_response,no_response,no_response,no_response"
subj15,15,word6,OTH,critique,REG,WS,OTH,subj15_15,WRONG,0.7,"garage,attempt,shoupher,no_response,no_response,no_response,no_response,no_response,no_response"
subj17,15,word6,OTH,critique,REG,WS,OTH,subj17_15,WRONG,0.7,"chauffer,defense,resort,sardine,eclipse,attempt,no_response,no_response,no_response"
subj18,15,word6,OTH,critique,REG,WS,OTH,subj18_15,WRONG,0.7,"resort,sardine,garage,attempt,chauffeur,no_response,no_response,no_response,no_response"
subj20,15,word6,OTH,critique,REG,WS,OTH,subj20_15,WRONG,0.7,"Object,detail,shofer,derail,content,no_response,no_response,no_response,no_response"
subj21,15,word6,OTH,critique,REG,WS,OTH,subj21_15,WRONG,0.7,"ellipse,attempt,elite,chauffeur,octet,no_response,no_response,no_response,no_response"
subj22,15,word6,OTH,critique,REG,WS,OTH,subj22_15,WRONG,0.7,"Attempt,Sardine,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj23,15,word6,OTH,critique,REG,WS,OTH,subj23_15,WRONG,0.7,"octet,chauffeur,sardine,garage,no_response,no_response,no_response,no_response,no_response"
subj25,15,word6,OTH,critique,REG,WS,OTH,subj25_15,WRONG,0.7,"defense,resort,garage,eclipse,coiffure,no_response,no_response,no_response,no_response"
subj26,15,word6,OTH,critique,REG,WS,OTH,subj26_15,WRONG,0.7,"defence,resort,critic,lips.attempt,no_response,no_response,no_response,no_response,no_response"
subj27,15,word6,OTH,critique,REG,WS,OTH,subj27_15,WRONG,0.7,"attempt,chaefuer,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj28,15,word6,OTH,critique,REG,WS,OTH,subj28_15,WRONG,0.7,"defense,sardine,chauffeur,no_response,no_response,no_response,no_response,no_response,no_response"
subj29,15,word6,OTH,critique,REG,WS,OTH,subj29_15,WRONG,0.7,"resort,attempt,defence,no_response,no_response,no_response,no_response,no_response,no_response"
subj30,15,word6,OTH,critique,REG,WS,OTH,subj30_15,WRONG,0.7,"octet,defense,resort,sardine,chauffeur,no_response,no_response,no_response,no_response"
subj31,15,word6,OTH,critique,REG,WS,OTH,subj31_15,WRONG,0.7,"garage,attempt,chauffeur,ellipse,effect,no_response,no_response,no_response,no_response"
subj32,15,word6,OTH,critique,REG,WS,OTH,subj32_15,WRONG,0.7,"octet,garage,chauffeur,no_response,no_response,no_response,no_response,no_response,no_response"
subj34,15,word6,OTH,critique,REG,WS,OTH,subj34_15,WRONG,0.7,"garage,chofer,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj35,15,word6,OTH,critique,REG,WS,OTH,subj35_15,WRONG,0.7,"resort,garage,attempt,chauffeur,no_response,no_response,no_response,no_response,no_response"
subj36,15,word6,OTH,critique,REG,WS,OTH,subj36_15,WRONG,0.7,"octet,defense,resort,sardine,attempt,no_response,no_response,no_response,no_response"
subj37,15,word6,OTH,critique,REG,WS,OTH,subj37_15,WRONG,0.7,"chauffeur,ellipse,garage,defense,no_response,no_response,no_response,no_response,no_response"
subj39,15,word6,OTH,critique,REG,WS,OTH,subj39_15,WRONG,0.7,"attempt,chauffer,eclipse,garage,octet,planet,no_response,no_response,no_response"
subj40,15,word6,OTH,critique,REG,WS,OTH,subj40_15,WRONG,0.7,"defense,critic,reward,no_response,no_response,no_response,no_response,no_response,no_response"
subj41,15,word6,OTH,critique,REG,WS,OTH,subj41_15,WRONG,0.7,"choufer,attempt,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj45,15,word6,OTH,critique,REG,WS,OTH,subj45_15,WRONG,0.7,"garage,attempt,chaufuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj46,15,word6,OTH,critique,REG,WS,OTH,subj46_15,WRONG,0.7,"octet,chauffeur,defense,sardine,garage,contempt,no_response,no_response,no_response"
subj48,15,word6,OTH,critique,REG,WS,OTH,subj48_15,CORRECT,0.7,"Octet,Resort,Defense,Elipse,Critique,no_response,no_response,no_response,no_response"
subj49,15,word6,OTH,critique,REG,WS,OTH,subj49_15,WRONG,0.7,"chauffer,garage,attempt,no_response,no_response,no_response,no_response,no_response,no_response"
subj5,15,word6,OTH,critique,REG,WS,OTH,subj5_15,WRONG,0.7,"sardine,garage,attempt,chauffeur,no_response,no_response,no_response,no_response,no_response"
subj51,15,word6,OTH,critique,REG,WS,OTH,subj51_15,WRONG,0.7,"octet,resort,fatigue,chauffer,garage,no_response,no_response,no_response,no_response"
subj52,15,word6,OTH,critique,REG,WS,OTH,subj52_15,WRONG,0.7,"defense,garage,no_response,no_response,no_response,no_response,no_response,no_response,no_response"
subj54,15,word6,OTH,critique,REG,WS,OTH,subj54_15,WRONG,0.7,"ellipse,attempt,sardine,octet,defense,no_response,no_response,no_response,no_response"
subj55,15,word6,OTH,critique,REG,WS,OTH,subj55_15,WRONG,0.7,"ellipse,chauffeur,chateau,no_response,no_response,no_response,no_response,no_response,no_response"
subj57,15,word6,OTH,critique,REG,WS,OTH,subj57_15,WRONG,0.7,"attempt,chauffer,garage,suflee,no_response,no_response,no_response,no_response,no_response"
subj58,15,word6,OTH,critique,REG,WS,OTH,subj58_15,WRONG,0.7,"garage,eclipse,attempt,chauffeaur,no_response,no_response,no_response,no_response,no_response"
subj59,15,word6,OTH,critique,REG,WS,OTH,subj59_15,WRONG,0.7,"ellipse,attempt,chauffeur,octet,defense,garage,technique,no_response,no_response"
subj60,15,word6,OTH,critique,REG,WS,OTH,subj60_15,WRONG,0.7,"defense,report,chauffer,no_response,no_response,no_response,no_response,no_response,no_response"
subj8,15,word6,OTH,critique,REG,WS,OTH,subj8_15,WRONG,0.7,"sardine,garage,attempt,chauffer,no_response,no_response,no_response,no_response,no_response"
subj1,15,word7,OTH,ellipse,REG,WS,OTH,subj1_15,WRONG,0,"elipse,attempt,critique,chaufer,garage,no_response,no_response,no_response,no_response"
subj11,15,word7,OTH,ellipse,REG,WS,OTH,subj11_15,WRONG,0,"attempt,resort,chauffuer,no_response,no_response,no_response,no_response,no_response,no_response"
subj12,15,word7,OTH,ellipse,REG,WS,OTH,subj12_15,WRONG,0,"octet,defense,critique,chauffer,no_response,no_response,no_response,no_response,no_response"
subj13,15,word7,OTH,ellipse,REG,WS,OTH,subj13_15,WRONG,0,"chauffeur,octet,defense,arise,no_response,no_response,no_response,no_response,no_response"
subj15,15,word7,OTH,ellipse,REG,WS,OTH,subj15_15,WRONG,0,"garage,attempt,shoupher,no_response,no_response,no_response,no_response,no_response,no_response"
subj16,15,word7,OTH,ellipse,REG,WS,OTH,subj16_15,WRONG,0,"sardine,critique,elipse,no_response,no_response,no_response,no_response,no_response,no_response"
subj17,15,word7,OTH,ellipse,REG,WS,OTH,subj17_15,WRONG,0,"chauffer,defense,resort,sardine,eclipse,attempt,no_response,no_response,no_response"
subj18,15,word7,OTH,ellipse,REG,WS,OTH,subj18_15,WRONG,0,"resort,sardine,garage,attempt,chauffeur,no_response,no_response,no_response,no_response"
subj19,15,word7,OTH,ellipse,REG,WS,OTH,subj19_15,WRONG,0,"octet,defense,resort,sardene,critique,chaufeur,no_response,no_response,no_response"
subj20,15,word7,OTH,ellipse,REG,WS,OTH,subj20_15,WRONG,0,"Object,detail,shofer,derail,content,no_response,no_response,no_response,no_response"
