ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,CORR_RESP,USER_RESP,USER_CORR
SUBJECT79,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT79,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT188,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT188,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT188,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT188,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT188,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT188,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT188,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT188,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT13,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT36,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT36,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT36,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT49,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT49,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT49,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT49,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT49,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT49,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT49,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT49,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT49,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT44,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT44,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT52,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT52,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT52,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT52,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT52,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT52,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT52,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT52,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT52,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT166,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT166,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT25,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT25,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT25,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT113,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT113,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT113,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT113,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT113,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT113,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT113,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT113,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT113,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT89,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT89,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT168,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT168,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT168,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT168,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT168,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT168,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT168,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT168,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT168,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT77,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT77,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT8,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT8,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT8,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT8,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT8,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT8,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT8,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT8,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT8,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT151,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT151,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT143,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT143,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT143,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT143,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT143,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT143,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT143,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT143,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT143,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT161,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT161,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT161,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT161,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT161,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT161,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT161,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT161,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT161,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT109,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
