ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,CORR_RESP,USER_RESP,USER_CORR
SUBJECT109,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT109,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT109,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT109,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT109,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT109,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT109,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT109,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT32,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT32,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT32,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT32,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT32,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT32,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT32,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT32,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT32,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT194,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT60,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT60,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT60,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT60,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT60,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT60,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT60,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT60,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT60,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT71,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT202,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT202,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT7,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT7,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT11,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT181,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT181,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT122,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT122,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT86,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT86,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT179,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT179,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT195,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,SAME,WRONG
SUBJECT162,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT162,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT33,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT33,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT148,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,1.5,beetles_accented_70per,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,beetles_accented_130per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,movies_accented_70per,3,0,3_0,0_3_3_0,DIFF,SAME,WRONG
SUBJECT128,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_3_f0_morph_0_3,beetles_accented_70per,3,0,3_0,0_3_3_0,DIFF,DIFF,CORR
SUBJECT128,DUR_PITCH,1.5,movies_accented_70per,movies_accented_70per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,beetles_accented_130per,beetles_accented_130per_dur_morph_0_3_f0_morph_0_3,0,3,0_3,0_3_3_0,DIFF,DIFF,CORR
